amount,hour_of_day,location_mismatch,device_trust_score,behavior_anomaly_score,processing_latency_ms,is_fraud
80.85,19,0,0.44,0.06,16.26,0
4501.04,11,0,0.19,0.98,8.29,1
40.59,19,0,0.96,0.07,17.69,0
33.23,21,0,1.0,0.21,22.77,0
128.83,22,0,0.7,0.56,21.85,0
4.78,20,1,0.35,0.74,18.67,1
17.47,9,0,0.92,0.49,22.11,0
22.53,23,0,0.4,0.32,15.27,0
77.26,15,0,0.41,0.38,18.14,0
245.74,22,0,0.44,0.1,11.6,0
14.77,7,0,0.76,0.09,16.46,0
104.7,19,0,0.38,0.1,21.65,0
89.78,7,0,0.84,0.4,12.05,0
13.72,5,0,0.17,0.78,10.69,1
26.49,2,0,0.36,0.7,15.49,1
27.35,7,0,0.6,0.24,13.87,0
192.34,22,0,0.57,0.28,18.25,0
10.98,9,0,0.99,0.28,12.73,0
81.26,4,0,0.98,0.16,23.59,0
2384.42,10,0,0.32,0.81,8.55,1
66.63,3,1,0.1,0.81,21.27,1
28.24,16,0,0.78,0.21,11.18,0
44.18,2,0,0.59,0.52,6.02,0
90.37,17,0,0.82,0.18,16.19,0
82.52,7,1,0.93,0.2,13.73,0
101.65,23,0,0.43,0.34,9.45,0
4.07,11,0,0.44,0.06,6.59,0
59.89,20,0,0.59,0.55,14.96,0
8.54,15,0,0.42,0.49,19.88,0
27.88,13,0,0.55,0.4,17.92,0
40.77,20,0,0.75,0.59,15.28,0
26.77,15,0,0.87,0.01,17.39,0
37.66,3,0,0.51,0.25,14.86,0
284.13,0,0,0.5,0.52,7.85,0
8.26,0,1,0.85,0.26,7.9,0
57.27,21,1,0.57,0.0,13.98,0
26.21,14,0,0.87,0.09,14.2,0
8.14,19,0,1.0,0.26,19.25,0
9.64,19,0,0.99,0.4,18.79,0
150.06,2,1,0.28,0.68,18.03,1
106.85,13,1,0.56,0.27,13.6,0
119.78,8,0,0.35,0.01,8.1,0
239.58,18,0,0.82,0.29,17.06,0
12.68,7,0,0.98,0.54,17.63,0
22.96,1,0,0.35,0.36,3.06,0
56.31,3,0,0.01,0.73,10.83,1
34.06,0,0,0.88,0.1,11.54,0
28.1,10,0,0.37,0.12,15.59,0
23.14,4,0,0.36,0.05,10.98,0
46.04,1,0,0.94,0.45,14.81,0
43.85,12,0,0.36,0.05,13.95,0
9.8,16,0,0.38,0.23,14.2,0
32.91,16,0,0.7,0.45,11.42,0
41.31,17,0,0.83,0.43,11.81,0
43.23,20,0,0.58,0.35,9.6,0
12.79,8,0,0.59,0.34,16.9,0
68.79,5,0,0.74,0.05,17.86,0
2.28,19,0,0.65,0.1,11.15,0
22.91,2,0,0.31,0.32,22.6,0
76.75,7,0,0.38,0.21,13.43,0
42.49,2,0,0.71,0.01,22.65,0
16.13,0,0,0.86,0.48,11.79,0
60.36,19,0,0.83,0.39,4.87,0
42.9,12,0,0.82,0.2,17.01,0
80.54,20,0,0.84,0.06,16.24,0
67.41,4,0,0.33,0.35,15.17,0
48.09,15,0,0.93,0.21,11.79,0
34.49,20,0,0.92,0.15,14.83,0
8.15,23,0,0.67,0.43,12.44,0
16.15,15,0,0.47,0.2,13.49,0
28.16,23,0,0.71,0.08,19.21,0
46.73,11,0,0.69,0.29,15.92,0
37.05,12,0,0.46,0.5,18.05,0
18.0,3,0,0.4,0.95,13.84,1
1.32,8,0,0.86,0.51,13.29,0
35.28,15,0,0.86,0.25,9.23,0
17.82,0,0,0.34,0.47,13.15,0
67.33,4,0,0.25,0.89,2.0,1
1265.69,20,0,0.17,0.88,12.05,1
44.95,4,0,0.9,0.19,14.59,0
142.91,23,1,0.66,0.42,17.82,0
10.58,18,0,0.8,0.54,13.66,0
32.9,8,0,0.01,0.73,16.74,1
5.79,7,0,0.73,0.17,4.1,0
50.13,18,0,0.97,0.57,14.72,0
40.98,17,0,0.76,0.3,6.6,0
27.16,14,0,0.95,0.18,8.96,0
37.84,3,0,0.17,0.85,14.06,1
114.45,14,0,0.89,0.53,21.38,0
11.93,12,0,0.39,0.42,16.86,0
2.14,17,1,0.21,0.61,15.09,1
99.9,19,0,0.38,0.41,14.9,0
44.03,4,0,0.64,0.26,11.43,0
111.66,17,1,0.25,0.8,12.28,1
46.43,7,0,0.8,0.58,17.14,0
84.08,0,0,0.93,0.19,8.07,0
29.08,18,0,0.73,0.21,17.97,0
70.29,22,0,0.45,0.23,13.06,0
123.12,16,0,0.95,0.49,19.13,0
43.45,1,0,0.67,0.47,19.81,0
10.97,18,0,0.8,0.59,6.63,0
16.65,15,0,0.92,0.28,12.09,0
12.07,17,0,0.99,0.44,10.72,0
15.18,1,0,0.65,0.51,5.94,0
19.29,5,0,0.87,0.13,9.84,0
41.5,6,1,0.7,0.37,27.21,0
45.34,5,0,0.64,0.33,18.05,0
28.8,5,0,0.68,0.45,24.59,0
48.78,8,0,0.64,0.42,19.15,0
5.25,7,0,0.59,0.49,11.29,0
5.59,23,0,0.81,0.19,13.09,0
10.43,21,0,0.47,0.13,17.94,0
37.5,20,0,0.73,0.48,17.19,0
13.04,8,0,0.8,0.22,12.11,0
17.65,11,0,0.92,0.17,7.45,0
26.57,17,0,0.53,0.2,31.44,0
84.53,22,0,0.9,0.04,14.29,0
1.7,5,0,0.96,0.46,13.37,0
53.4,22,0,0.75,0.43,15.57,0
56.26,3,0,0.84,0.33,13.79,0
81.14,6,0,0.58,0.43,15.61,0
135.97,17,0,0.97,0.22,21.43,0
2.02,19,0,0.77,0.18,14.38,0
9.35,4,0,0.16,0.61,9.19,1
109.65,17,1,0.58,0.25,14.19,0
31.67,9,0,0.73,0.12,12.68,0
42.57,7,0,0.46,0.45,22.12,0
55.39,0,0,0.83,0.2,20.86,0
57.83,14,0,0.46,0.13,15.54,0
135.22,2,0,0.71,0.02,8.61,0
290.62,14,1,0.79,0.58,8.87,0
64.68,13,0,0.9,0.28,15.08,0
17.93,0,0,0.81,0.1,16.68,0
106.91,20,0,0.86,0.45,13.13,0
3.52,7,0,0.94,0.53,12.6,0
14.14,6,0,0.72,0.32,12.04,0
3152.62,8,0,0.89,0.02,14.88,0
15.8,17,0,0.46,0.22,3.09,0
13.46,11,0,0.87,0.15,9.49,0
8.43,7,0,0.46,0.38,11.86,0
742.7,7,0,0.95,0.31,21.04,0
35.66,5,0,0.53,0.21,10.93,0
57.18,2,0,0.42,0.39,15.9,0
14.66,1,1,0.27,0.73,16.13,1
71.95,13,0,0.12,0.65,21.49,1
72.36,7,0,0.61,0.36,21.31,0
19.74,5,0,0.67,0.3,14.71,0
27.44,3,0,0.94,0.49,12.62,0
12.77,4,0,0.57,0.12,11.68,0
188.67,20,0,0.45,0.15,13.79,0
52.87,12,0,0.82,0.47,12.83,0
137.32,8,0,0.39,0.27,17.77,0
19.08,12,0,0.92,0.25,17.1,0
77.14,8,0,0.59,0.53,17.96,0
73.59,23,1,0.73,0.37,21.3,0
59.83,23,0,0.43,0.48,24.31,0
169.54,15,0,0.4,0.49,15.62,0
26.01,11,0,0.86,0.07,20.5,0
8.0,1,0,0.6,0.39,13.24,0
56.69,18,0,0.99,0.57,20.93,0
66.34,15,0,0.67,0.29,20.31,0
43.79,23,0,0.89,0.44,20.04,0
12.59,12,0,0.99,0.34,15.47,0
36.1,4,0,0.5,0.12,11.66,0
19.71,22,0,0.86,0.12,8.03,0
28.88,23,0,0.32,0.26,14.8,0
52.81,5,1,0.18,0.76,22.67,1
69.37,20,1,0.82,0.3,13.45,0
14.21,23,0,0.63,0.57,18.93,0
26.99,16,0,0.41,0.06,19.22,0
16.68,16,0,0.73,0.23,13.58,0
12.07,16,0,0.93,0.31,21.58,0
77.48,2,0,0.95,0.58,2.0,0
120.98,12,0,0.82,0.3,8.89,0
24.12,11,0,0.48,0.47,10.42,0
70.57,5,0,0.91,0.45,10.9,0
114.65,21,0,0.92,0.34,16.68,0
94.58,20,0,0.56,0.08,16.45,0
11.09,12,0,0.43,0.13,16.97,0
157.51,13,0,0.91,0.14,17.98,0
24.63,6,0,0.92,0.02,10.25,0
21.72,4,0,0.28,0.75,8.91,1
4.22,13,0,0.98,0.37,16.98,0
34.29,17,0,0.67,0.09,11.85,0
6.77,3,0,1.0,0.11,7.15,0
15.29,0,0,0.61,0.42,19.86,0
20.06,6,0,0.67,0.1,21.98,0
83.73,19,0,0.49,0.08,22.79,0
105.17,12,0,0.93,0.59,15.94,0
19.01,3,0,0.61,0.01,18.13,0
98.84,12,0,0.87,0.2,21.85,0
98.33,3,0,0.15,0.63,11.79,1
73.33,2,0,0.39,0.86,20.55,1
8.93,7,0,0.64,0.35,16.38,0
59.61,19,0,0.3,0.03,19.57,0
146.04,7,0,0.46,0.37,15.93,0
58.37,16,1,0.44,0.07,21.48,0
2543.75,14,0,0.83,0.3,16.12,0
35.72,3,0,0.63,0.4,7.58,0
52.88,5,0,0.12,0.91,22.26,1
3197.14,23,0,0.26,0.84,10.26,1
7.39,21,0,0.65,0.27,21.27,0
19.7,5,0,0.07,0.61,14.55,1
82.07,9,0,0.6,0.6,20.88,0
99.81,3,0,0.77,0.39,20.67,0
8.38,8,0,0.66,0.51,17.15,0
153.23,15,0,0.72,0.39,17.54,0
20.94,6,1,0.4,0.68,17.11,1
55.28,13,0,0.43,0.26,4.93,0
70.68,5,0,0.87,0.36,15.59,0
84.55,0,0,0.93,0.51,9.42,0
146.71,17,0,0.66,0.55,15.86,0
19.77,11,0,0.51,0.01,9.29,0
98.78,21,0,0.66,0.06,9.08,0
8.06,14,0,0.92,0.56,23.02,0
3795.07,0,0,0.27,0.79,20.35,1
68.74,14,0,0.9,0.59,14.98,0
57.62,14,0,0.53,0.48,15.92,0
15.54,15,0,0.8,0.49,13.76,0
104.2,20,0,0.76,0.23,17.85,0
10.25,0,0,0.7,0.15,11.62,0
3.76,2,0,0.67,0.36,19.97,0
64.2,11,0,0.69,0.53,13.73,0
33.26,6,0,0.89,0.44,12.9,0
95.56,4,0,0.94,0.28,15.11,0
25.18,0,0,0.38,0.45,12.04,0
10.21,0,0,0.7,0.41,16.64,0
91.53,14,0,0.94,0.55,12.31,0
40.8,7,0,0.39,0.16,17.34,0
11.49,10,0,0.59,0.07,21.08,0
64.72,13,0,0.36,0.28,11.4,0
36.78,22,0,0.38,0.22,14.35,0
47.36,12,0,0.93,0.58,17.31,0
31.89,18,0,0.61,0.0,12.82,0
89.22,11,0,0.78,0.56,17.32,0
89.47,21,0,0.26,0.93,17.78,1
62.79,18,0,0.32,0.03,20.42,0
6.57,3,0,0.36,0.79,11.97,1
92.27,3,0,0.7,0.28,10.29,0
56.59,2,0,0.04,0.8,13.46,1
60.71,5,0,0.99,0.05,10.16,0
23.55,4,0,0.64,0.57,17.82,0
106.71,10,0,0.63,0.36,9.19,0
65.62,8,0,0.73,0.54,26.67,0
6.97,2,0,0.02,0.96,21.48,1
27.19,8,0,0.7,0.32,15.06,0
109.74,11,0,0.74,0.1,19.34,0
3.42,2,0,0.51,0.11,6.82,0
163.75,19,0,0.81,0.28,27.62,0
57.84,16,0,0.56,0.52,12.05,0
50.9,20,0,0.8,0.07,14.4,0
16.77,11,0,0.32,0.79,5.72,1
15.3,17,0,0.94,0.53,17.43,0
143.42,3,0,0.92,0.24,9.47,0
18.71,9,0,0.41,0.15,15.51,0
75.7,17,0,0.96,0.55,12.28,0
25.97,7,0,0.69,0.07,9.61,0
8.5,8,0,0.79,0.21,10.98,0
1.54,18,0,0.89,0.05,16.13,0
40.29,12,0,0.35,0.74,8.59,1
187.03,5,0,0.2,0.62,11.26,1
24.03,21,0,0.5,0.2,18.32,0
23.1,6,0,0.63,0.17,28.01,0
22.09,20,0,0.54,0.27,17.39,0
37.76,5,0,0.65,0.05,10.41,0
30.05,10,0,0.14,0.79,13.16,1
106.98,16,0,0.78,0.31,15.16,0
36.21,18,0,0.34,0.44,13.25,0
36.44,11,0,0.55,0.14,19.52,0
8.45,20,0,0.43,0.3,16.09,0
203.97,20,0,0.81,0.13,19.54,0
15.38,23,0,0.92,0.49,13.43,0
4.81,12,0,0.36,0.47,21.63,0
55.41,17,0,0.85,0.09,14.17,0
46.24,6,0,0.93,0.04,10.14,0
27.82,22,0,0.98,0.49,25.89,0
28.43,4,0,0.71,0.07,5.88,0
77.87,15,0,0.53,0.33,11.31,0
11.89,21,1,0.53,0.32,11.86,0
86.81,3,0,0.57,0.12,27.54,0
53.31,22,0,0.73,0.35,24.03,0
28.15,0,0,0.64,0.3,22.47,0
31.63,3,0,0.76,0.31,13.35,0
15.83,2,0,0.12,0.68,27.13,1
70.74,3,0,0.05,0.81,16.84,1
36.96,0,0,0.98,0.05,19.89,0
20.35,11,0,1.0,0.26,15.9,0
46.32,12,0,0.82,0.16,14.75,0
273.86,1,0,0.48,0.51,13.74,0
29.57,8,0,0.97,0.14,13.95,0
127.72,6,0,0.45,0.46,18.04,0
22.16,12,0,0.81,0.37,16.84,0
3.81,21,0,0.18,0.81,14.84,1
12.42,1,0,0.75,0.36,22.55,0
28.12,0,0,0.83,0.33,2.0,0
13.4,17,1,0.9,0.48,17.55,0
1.01,6,0,0.81,0.34,18.59,0
124.26,17,0,0.95,0.51,20.73,0
93.86,18,0,0.66,0.03,14.68,0
68.8,7,1,0.77,0.3,16.04,0
10.19,22,0,0.56,0.49,19.93,0
7.41,11,0,0.31,0.51,22.46,0
4.5,10,0,0.83,0.5,13.5,0
65.37,8,0,0.91,0.36,16.33,0
133.12,3,0,0.07,0.88,23.39,1
29.15,6,0,0.32,0.11,4.38,0
7.34,16,0,0.42,0.1,11.55,0
36.91,10,1,0.93,0.02,22.33,0
22.45,1,0,0.51,0.59,20.46,0
24.49,22,0,0.46,0.21,17.61,0
49.55,17,0,0.31,0.46,12.76,0
64.42,21,0,0.51,0.04,10.59,0
6.86,11,0,0.8,0.18,12.04,0
2.81,8,0,0.97,0.37,22.74,0
259.63,10,1,0.52,0.31,11.86,0
14.25,4,0,0.47,0.12,15.51,0
3.77,6,0,0.92,0.28,11.23,0
11.53,0,0,0.9,0.07,19.21,0
2.99,23,0,0.53,0.33,12.31,0
25.86,4,0,0.08,0.85,14.51,1
82.08,5,0,0.99,0.38,6.58,0
21.87,12,0,0.78,0.09,6.93,0
30.37,10,0,0.95,0.33,15.04,0
57.29,7,1,0.54,0.08,8.37,0
36.55,19,0,0.75,0.24,25.53,0
99.82,1,0,0.77,0.21,4.69,0
101.51,14,0,0.91,0.45,11.0,0
1.5,9,0,1.0,0.38,15.08,0
76.26,7,0,0.2,1.0,13.17,1
31.88,1,0,0.74,0.55,9.48,0
225.77,20,0,0.54,0.43,10.21,0
34.01,14,0,0.87,0.46,10.05,0
217.74,5,0,0.83,0.37,13.57,0
71.24,4,0,0.92,0.41,24.76,0
15.29,21,0,0.54,0.37,15.39,0
39.65,21,0,0.43,0.19,20.91,0
243.27,2,0,0.35,0.67,17.53,1
98.43,10,0,0.48,0.34,20.57,0
6.12,10,0,0.56,0.43,2.0,0
62.27,15,0,0.96,0.24,13.48,0
22.2,2,0,0.64,0.09,21.54,0
1.35,8,0,0.69,0.28,12.14,0
26.83,2,0,0.06,0.84,23.81,1
14.38,18,0,0.92,0.13,22.42,0
86.43,10,0,0.67,0.39,12.65,0
21.57,13,0,0.18,0.89,12.48,1
88.87,1,0,0.49,0.23,9.93,0
1.03,6,0,0.62,0.53,11.85,0
19.4,9,0,0.83,0.52,8.84,0
14.8,9,0,0.8,0.2,17.14,0
14.3,19,0,0.75,0.06,7.72,0
4.53,0,0,0.92,0.11,18.02,0
11.36,5,0,0.86,0.22,18.14,0
41.55,20,0,0.99,0.58,6.69,0
18.22,13,0,0.92,0.16,22.75,0
28.01,1,0,0.31,0.7,17.57,1
24.65,5,0,0.15,0.68,18.75,1
105.34,0,0,0.59,0.58,11.21,0
118.85,2,0,0.73,0.18,18.11,0
34.96,3,1,0.1,1.0,20.63,1
21.04,12,0,0.49,0.04,14.51,0
6.65,2,0,0.9,0.18,25.01,0
154.31,14,0,0.53,0.13,15.22,0
4.11,12,0,0.94,0.0,20.7,0
18.67,21,0,0.63,0.09,16.47,0
18.7,10,0,0.31,0.36,17.93,0
20.31,3,0,0.34,0.97,6.64,1
9.97,16,0,0.37,0.43,16.86,0
77.43,4,0,0.07,0.9,11.33,1
7.53,20,0,0.8,0.48,10.77,0
51.38,23,0,0.43,0.52,23.72,0
7.61,7,0,0.89,0.49,13.93,0
4.66,20,0,0.49,0.27,9.98,0
121.08,23,0,0.32,0.19,13.2,0
11.54,9,1,0.87,0.3,8.5,0
87.09,6,1,0.63,0.32,22.17,0
40.33,16,0,0.72,0.19,11.52,0
5.05,6,0,0.54,0.32,17.65,0
156.56,23,0,0.33,0.06,21.78,0
15.18,18,0,0.56,0.14,12.5,0
99.18,8,1,0.66,0.45,17.66,0
10.24,23,1,0.31,0.11,9.85,0
97.19,1,0,0.7,0.08,27.23,0
1.67,21,0,0.93,0.17,19.68,0
36.85,19,0,0.45,0.22,14.04,0
74.36,18,0,0.95,0.2,11.14,0
137.51,5,0,0.37,0.22,14.43,0
120.96,9,1,0.88,0.08,13.3,0
86.64,12,0,0.89,0.1,24.76,0
110.55,1,0,0.48,0.14,8.87,0
12.11,9,0,0.97,0.24,15.67,0
17.72,9,0,0.59,0.2,14.91,0
18.05,4,0,0.4,0.47,14.41,0
24.66,21,0,0.71,0.32,14.46,0
25.99,3,0,1.0,0.35,14.42,0
40.32,22,0,0.93,0.34,19.37,0
9.71,1,0,0.5,0.24,18.04,0
59.76,6,0,0.7,0.59,17.09,0
10.17,17,0,0.38,0.02,2.0,0
19.58,16,0,0.62,0.13,16.5,0
35.99,10,0,0.67,0.17,6.72,0
80.59,20,0,0.52,0.53,18.23,0
68.25,17,0,0.64,0.55,22.37,0
52.86,7,0,0.94,0.51,10.37,0
9.47,11,0,0.65,0.25,13.69,0
40.6,23,0,0.88,0.55,12.0,0
5.58,0,0,0.52,0.06,21.18,0
24.69,19,0,0.98,0.39,15.48,0
27.68,20,0,0.35,0.71,23.64,1
3.03,11,1,0.71,0.45,17.07,0
17.01,5,0,0.85,0.17,16.21,0
156.78,2,0,0.87,0.43,15.34,0
154.56,4,0,0.44,0.18,19.09,0
22.72,13,0,0.58,0.07,6.31,0
3.2,11,0,0.74,0.43,15.43,0
10.87,12,1,0.52,0.11,14.65,0
25.9,12,0,0.76,0.07,18.63,0
148.61,16,0,0.57,0.33,14.06,0
8.61,23,0,0.55,0.37,9.81,0
73.09,14,0,0.38,0.03,15.04,0
6.75,5,0,0.33,0.0,9.59,0
199.85,11,1,0.14,0.98,5.37,1
25.03,1,1,0.64,0.07,18.64,0
75.63,3,0,0.69,0.35,17.9,0
21.97,19,0,0.56,0.57,17.34,0
50.4,20,0,0.4,0.31,21.51,0
11.66,11,0,0.61,0.08,11.67,0
8.89,2,0,0.46,0.24,7.84,0
140.08,16,0,0.89,0.37,14.65,0
125.84,5,0,0.99,0.46,13.26,0
110.23,23,0,0.92,0.36,10.79,0
50.1,16,0,0.67,0.02,14.6,0
83.58,16,0,0.74,0.09,11.94,0
4.58,10,0,0.96,0.22,5.82,0
21.38,22,0,0.68,0.42,12.79,0
19.82,6,0,0.75,0.35,9.32,0
3049.0,1,0,0.0,0.78,16.16,1
23.0,18,0,0.8,0.48,11.72,0
9.04,1,0,0.75,0.36,20.56,0
46.37,21,0,0.77,0.53,23.02,0
85.2,12,0,0.81,0.25,18.4,0
25.07,23,0,0.87,0.29,7.24,0
8.09,23,0,0.58,0.24,22.53,0
11.95,15,0,0.82,0.43,22.88,0
14.56,16,0,0.37,0.45,15.09,0
18.83,10,0,0.91,0.43,21.61,0
52.47,8,0,0.5,0.17,12.24,0
46.93,23,0,0.58,0.38,5.67,0
60.55,8,0,0.86,0.2,11.2,0
23.51,13,0,0.75,0.5,23.65,0
87.86,12,0,0.52,0.03,7.54,0
12.41,10,0,0.46,0.02,15.0,0
32.65,11,0,0.97,0.06,15.17,0
81.71,21,0,0.36,0.12,12.44,0
10.93,2,0,0.3,0.02,12.78,0
6.82,0,0,0.77,0.04,15.36,0
108.57,7,0,0.73,0.18,12.19,0
22.0,18,0,0.82,0.06,7.89,0
58.58,12,0,0.81,0.48,16.08,0
2.28,6,0,0.9,0.03,20.37,0
59.57,12,0,0.95,0.54,19.35,0
20.0,5,0,0.04,0.95,10.95,1
3.87,2,0,0.46,0.13,8.74,0
48.06,5,0,0.62,0.04,13.58,0
14.77,2,0,0.75,0.06,22.84,0
25.45,12,0,0.68,0.34,18.23,0
5.2,12,0,0.41,0.36,18.52,0
8.96,12,0,0.71,0.19,19.45,0
18.69,0,0,0.92,0.18,17.1,0
5.7,7,0,0.59,0.32,15.6,0
121.86,4,0,0.77,0.18,18.31,0
1.3,19,0,0.73,0.56,12.27,0
34.07,16,0,0.56,0.23,7.93,0
7.58,8,0,0.7,0.13,18.61,0
19.39,12,0,0.45,0.09,21.19,0
131.22,12,0,0.68,0.38,9.41,0
9.82,4,0,0.86,0.2,19.11,0
169.82,13,0,0.83,0.11,23.4,0
12.52,10,0,0.55,0.17,14.99,0
68.66,13,0,0.38,0.18,10.91,0
40.56,6,0,0.86,0.38,15.62,0
108.92,23,0,0.49,0.1,12.25,0
41.37,16,0,0.34,0.44,11.92,0
39.24,3,0,0.61,0.18,17.17,0
11.87,9,0,0.82,0.29,6.98,0
10.09,9,0,0.87,0.39,7.78,0
125.14,14,0,0.99,0.33,15.1,0
20.86,19,0,0.43,0.4,14.89,0
24.27,11,0,0.51,0.19,16.72,0
72.32,8,1,0.01,0.72,24.38,1
21.69,2,0,0.87,0.28,15.52,0
152.89,14,0,0.46,0.19,17.99,0
67.96,11,0,0.59,0.18,10.12,0
46.49,14,0,0.59,0.03,18.84,0
107.39,0,0,0.84,0.41,12.37,0
3.54,14,0,0.47,0.16,15.36,0
15.86,10,0,0.98,0.58,14.46,0
32.28,4,0,0.66,0.13,20.16,0
13.87,6,0,0.5,0.32,8.45,0
69.11,11,0,0.5,0.44,3.58,0
126.79,19,0,0.31,0.52,13.93,0
28.56,5,0,0.78,0.09,17.34,0
21.94,21,0,0.84,0.59,15.76,0
163.92,2,0,0.39,0.6,21.16,1
30.43,9,0,0.71,0.58,17.19,0
34.57,20,0,0.85,0.51,12.18,0
22.67,21,0,0.56,0.53,3.37,0
121.15,3,0,0.6,0.36,13.81,0
43.08,12,0,0.55,0.51,20.14,0
72.81,18,0,0.52,0.32,13.04,0
84.51,4,0,0.64,0.32,15.14,0
21.92,22,0,0.42,0.34,17.11,0
29.43,21,0,0.61,0.6,9.92,0
95.35,17,0,0.96,0.06,18.12,0
23.57,0,0,0.32,0.48,23.19,0
79.98,20,0,0.42,0.16,14.14,0
142.5,20,1,0.84,0.22,9.35,0
49.8,15,0,0.39,0.05,14.67,0
68.67,15,0,0.49,0.21,3.88,0
82.76,15,0,0.62,0.59,16.68,0
94.23,21,0,0.96,0.24,17.26,0
26.13,18,0,0.43,0.4,23.38,0
3.63,15,1,0.95,0.07,14.03,0
26.7,0,0,0.8,0.55,17.04,0
57.01,19,0,0.77,0.5,10.69,0
30.92,19,0,0.81,0.23,13.22,0
70.11,9,1,0.12,0.86,7.37,1
23.08,1,0,0.37,0.26,14.03,0
51.36,13,0,0.53,0.24,13.47,0
11.32,7,1,0.35,0.15,16.5,0
70.19,5,1,0.32,0.79,11.88,1
40.45,2,1,0.09,0.8,15.42,1
12.41,15,0,0.64,0.16,13.33,0
18.26,16,0,0.85,0.59,13.34,0
70.04,11,0,0.98,0.01,15.4,0
33.95,18,0,0.97,0.26,15.2,0
13.17,23,0,0.86,0.34,18.81,0
171.97,19,0,0.56,0.02,14.4,0
63.79,2,0,0.1,0.67,13.25,1
158.48,12,0,0.37,0.15,14.1,0
28.85,15,0,0.3,0.43,11.43,0
33.23,10,0,0.06,0.67,13.2,1
115.12,19,0,0.96,0.37,25.16,0
38.23,15,0,0.95,0.34,10.44,0
62.43,19,0,0.77,0.32,13.61,0
15.53,1,0,0.81,0.21,13.06,0
30.6,3,0,0.66,0.5,13.76,0
7.59,3,0,0.09,0.78,13.34,1
12.53,16,0,0.94,0.14,16.4,0
1.05,0,0,0.49,0.08,6.45,0
3.0,0,1,0.11,0.74,20.19,1
190.23,4,0,0.47,0.01,18.16,0
14.88,21,0,0.91,0.56,8.79,0
55.43,11,0,0.76,0.13,3.65,0
92.35,5,0,0.75,0.39,10.11,0
41.0,5,0,0.4,0.75,13.79,1
9.31,16,0,0.59,0.52,27.9,0
66.12,21,0,0.67,0.33,17.72,0
46.85,12,1,0.51,0.08,5.96,0
66.7,7,0,0.92,0.16,11.55,0
74.43,23,0,0.89,0.19,14.73,0
186.27,11,0,0.65,0.53,16.27,0
43.61,14,0,0.54,0.46,8.43,0
21.9,18,0,0.86,0.5,14.33,0
53.27,20,0,0.44,0.03,11.41,0
4.54,19,0,0.35,0.35,9.48,0
114.84,16,0,0.25,0.91,16.3,1
7.36,8,0,0.33,0.47,18.87,0
20.86,20,0,0.64,0.07,19.21,0
85.57,17,0,0.48,0.41,17.87,0
46.48,1,0,0.78,0.45,12.51,0
